input_file_name,width,height,bitrate [kb/s],duration [s],model_cpu_energy [kWh]
Lifting_Off_s031.265,3840,2160,16800,45.99289059638977,0.0009709610237015
Lifting_Off_s032.265,640,360,145,11.354424715042114,0.0002243129682593
Lifting_Off_s032.265,960,540,1600,12.19178295135498,0.0002443775160471
Lifting_Off_s032.265,1280,720,3400,13.4530291557312,0.0002726480575561
Lifting_Off_s032.265,1920,1080,5800,16.391758680343628,0.0003394915353351
Lifting_Off_s032.265,2560,1440,8100,21.32538747787476,0.0004473592395358
Lifting_Off_s032.265,3840,2160,16800,40.81923794746399,0.0008490401493072
Lifting_Off_s033.265,640,360,145,11.456514596939089,0.0002268389890193
Lifting_Off_s033.265,960,540,1600,12.180046558380129,0.0002441422665701
Lifting_Off_s033.265,1280,720,3400,13.354904890060425,0.0002706594057718
Lifting_Off_s033.265,1920,1080,5800,16.42176342010498,0.0003397480387581
Lifting_Off_s033.265,2560,1440,8100,21.265560388565063,0.0004456316321425
Lifting_Off_s033.265,3840,2160,16800,41.02252531051636,0.0008578265848265
Lifting_Off_s034.265,640,360,145,11.397989988327026,0.0002241604697704
Lifting_Off_s034.265,960,540,1600,11.981966972351074,0.0002393730735143
Lifting_Off_s034.265,1280,720,3400,13.143813133239746,0.0002628762626647
Lifting_Off_s034.265,1920,1080,5800,15.833117246627808,0.0003247548270808
Lifting_Off_s034.265,2560,1440,8100,20.126394033432007,0.0004190762490961
Lifting_Off_s034.265,3840,2160,16800,38.70693802833557,0.0007999433859189
Lifting_Off_s035.265,640,360,145,11.284911155700684,0.0002239427924897
Lifting_Off_s035.265,960,540,1600,12.03829789161682,0.0002386258159849
Lifting_Off_s035.265,1280,720,3400,13.230992317199709,0.0002646198463439
Lifting_Off_s035.265,1920,1080,5800,15.831875562667848,0.0003240257198492
Lifting_Off_s035.265,2560,1440,8100,20.11050033569336,0.0004209798070271
Lifting_Off_s035.265,3840,2160,16800,39.28218674659729,0.0008292906090948
Lifting_Off_s036.265,640,360,145,11.3022940158844,0.0002225296110683
Lifting_Off_s036.265,960,540,1600,11.95519208908081,0.0002401665255228
Lifting_Off_s036.265,1280,720,3400,13.16687560081482,0.0002648004981941
Lifting_Off_s036.265,1920,1080,5800,15.765429258346558,0.0003233664712323
Lifting_Off_s036.265,2560,1440,8100,20.11665225028992,0.000421108587106
Lifting_Off_s036.265,3840,2160,16800,39.8877854347229,0.0008358707036654
Lifting_Off_s037.265,640,360,145,3.8561742305755615,6.32412573814392e-05
Lifting_Off_s037.265,960,540,1600,4.64055871963501,7.455831009546916e-05
Lifting_Off_s037.265,1280,720,3400,5.417734622955322,8.945281833012898e-05
Lifting_Off_s037.265,1920,1080,5800,7.273691654205322,0.0001297949866294
Lifting_Off_s037.265,2560,1440,8100,9.696912288665771,0.0001816554902076
Lifting_Off_s037.265,3840,2160,16800,19.22271704673767,0.0003699305102772
Lifting_Off_s038.265,640,360,145,1.302807092666626,1.7197053623199463e-05
Lifting_Off_s038.265,960,540,1600,1.8316996097564693,2.368998161951701e-05
Lifting_Off_s038.265,1280,720,3400,2.27627944946289,3.277842407226562e-05
Lifting_Off_s038.265,1920,1080,5800,3.810456514358521,6.096730422973633e-05
Lifting_Off_s038.265,2560,1440,8100,5.747421026229858,9.617351183891296e-05
Lifting_Off_s038.265,3840,2160,16800,11.195757389068604,0.0001811224750942
Lifting_Off_s039.265,640,360,145,1.1399409770965576,1.5655189418792725e-05
Lifting_Off_s039.265,960,540,1600,1.4502856731414795,2.0078399430380928e-05
Lifting_Off_s039.265,1280,720,3400,1.8606348037719729,2.6917183494567868e-05
Lifting_Off_s039.265,1920,1080,5800,3.043253898620605,4.78129001405504e-05
Lifting_Off_s039.265,2560,1440,8100,4.810303449630737,7.610969013637968e-05
Lifting_Off_s039.265,3840,2160,16800,9.859898567199709,0.0001560055062188
Maples_s000.265,640,360,145,11.55366563796997,0.0002310733127593
Maples_s000.265,960,540,1600,12.915334939956663,0.0002588807136853
Maples_s000.265,1280,720,3400,14.61736512184143,0.0002988439091576
Maples_s000.265,1920,1080,5800,18.90959000587464,0.0003958407507896
Maples_s000.265,2560,1440,8100,24.73233914375305,0.0005204783370918
Maples_s000.265,3840,2160,16800,44.42181301116944,0.000938780981636
Maples_s001.265,640,360,145,11.889169931411743,0.0002375191948519
Maples_s001.265,960,540,1600,12.986259698867798,0.0002611681117216
Maples_s001.265,1280,720,3400,14.71454381942749,0.0002991957243283
Maples_s001.265,1920,1080,5800,18.313283681869507,0.0003837650336
Maples_s001.265,2560,1440,8100,23.64157462120056,0.0005001506453196
Maples_s001.265,3840,2160,16800,42.11865878105164,0.0008919795959631
Marathon_s000.265,640,360,145,13.454256534576416,0.0002699820811271
Marathon_s000.265,960,540,1600,14.945926666259766,0.0003035683771769
Marathon_s000.265,1280,720,3400,16.825653791427612,0.0003466084681034
Marathon_s000.265,1920,1080,5800,21.26077127456665,0.0004483660431014
Marathon_s000.265,2560,1440,8100,27.45729804039001,0.0005833150428136
Marathon_s000.265,3840,2160,16800,47.73100805282593,0.001004472547245
Marathon_s001.265,640,360,145,13.41112494468689,0.0002697126238875
Marathon_s001.265,960,540,1600,14.953216552734377,0.0003010580932617
Marathon_s001.265,1280,720,3400,16.95783543586731,0.0003459398428916
Marathon_s001.265,1920,1080,5800,21.09699511528015,0.0004444433637619
Marathon_s001.265,2560,1440,8100,27.131234884262085,0.0005763880122078
Marathon_s001.265,3840,2160,16800,47.07920527458191,0.0009928481290128
Nature_in_the_city_s000.265,640,360,145,5.5631103515625,0.0001024848551432
Nature_in_the_city_s000.265,960,540,1600,6.693520545959473,0.0001277718699773
Nature_in_the_city_s000.265,1280,720,3400,8.242694854736328,0.000161373648156
Nature_in_the_city_s000.265,1920,1080,5800,11.567692041397097,0.0002380373962296
Nature_in_the_city_s000.265,2560,1440,8100,16.819735527038574,0.0003491029551612
Nature_in_the_city_s000.265,3840,2160,16800,33.3432879447937,0.0007009500087949
Nature_in_the_city_s001.265,640,360,145,6.162532329559326,0.0001048999947653
Nature_in_the_city_s001.265,960,540,1600,7.236009120941162,0.0001315345657984
Nature_in_the_city_s001.265,1280,720,3400,8.963151454925537,0.0001685072473526
Nature_in_the_city_s001.265,1920,1080,5800,12.8032546043396,0.0002549270250108
Nature_in_the_city_s001.265,2560,1440,8100,18.350205898284912,0.0003755675473848
Nature_in_the_city_s001.265,3840,2160,16800,36.6275794506073,0.0007756907381428
Nature_in_the_city_s002.265,640,360,145,5.0868613719940186,8.704185014300877e-05
Nature_in_the_city_s002.265,960,540,1600,5.849410772323608,0.0001041195117473
Nature_in_the_city_s002.265,1280,720,3400,6.944209337234497,0.0001286993463834
Nature_in_the_city_s002.265,1920,1080,5800,9.52614951133728,0.0001845956083085
Nature_in_the_city_s002.265,2560,1440,8100,13.403531789779665,0.0002644963606516
Nature_in_the_city_s002.265,3840,2160,16800,26.510844469070435,0.0005337516686439
Nature_in_the_city_s003.265,640,360,145,6.520138263702393,0.0001179420565923
Nature_in_the_city_s003.265,960,540,1600,7.452371120452881,0.000139442144076
Nature_in_the_city_s003.265,1280,720,3400,8.788209199905396,0.0001685383231004
Nature_in_the_city_s003.265,1920,1080,5800,11.330310106277466,0.0002276133408016
Nature_in_the_city_s003.265,2560,1440,8100,15.668885946273804,0.0003168596935802
Nature_in_the_city_s003.265,3840,2160,16800,29.94642233848572,0.0005956010665098
Nature_in_the_city_s004.265,640,360,145,6.466847658157349,0.000116834381024
Nature_in_the_city_s004.265,960,540,1600,7.294737815856934,0.0001371410709381
Nature_in_the_city_s004.265,1280,720,3400,8.440148830413818,0.00016373888731
Nature_in_the_city_s004.265,1920,1080,5800,11.084370851516724,0.000221441097678
Nature_in_the_city_s004.265,2560,1440,8100,15.007814645767212,0.0003028243488523
Nature_in_the_city_s004.265,3840,2160,16800,28.79654312133789,0.0005759308624267
Nature_in_the_city_s005.265,640,360,145,5.755866765975952,0.0001014311632315
Nature_in_the_city_s005.265,960,540,1600,6.752852201461792,0.0001268035580052
Nature_in_the_city_s005.265,1280,720,3400,8.02726411819458,0.0001571559930695
Nature_in_the_city_s005.265,1920,1080,5800,11.20684814453125,0.0002276235378689
Nature_in_the_city_s005.265,2560,1440,8100,15.459364414215088,0.0003122791611671
Nature_in_the_city_s005.265,3840,2160,16800,29.63188958168029,0.0006044905474662
Nature_in_the_city_s006.265,640,360,145,6.54220724105835,0.0001129621116956
Nature_in_the_city_s006.265,960,540,1600,7.796766519546509,0.0001370498292658
Nature_in_the_city_s006.265,1280,720,3400,9.104509115219116,0.000169343869543
Nature_in_the_city_s006.265,1920,1080,5800,12.109525680541992,0.0002424596141815
Nature_in_the_city_s006.265,2560,1440,8100,17.016528606414795,0.0003425994426091
Nature_in_the_city_s006.265,3840,2160,16800,33.43717098236084,0.0006694864678912
Nature_in_the_city_s007.265,640,360,145,8.348499774932861,0.0001575083624203
Nature_in_the_city_s007.265,960,540,1600,9.339713096618652,0.0001813979832543
Nature_in_the_city_s007.265,1280,720,3400,10.824005365371704,0.0002121505051612
Nature_in_the_city_s007.265,1920,1080,5800,13.52612280845642,0.0002762334857993
Nature_in_the_city_s007.265,2560,1440,8100,17.71191668510437,0.0003632910911189
Nature_in_the_city_s007.265,3840,2160,16800,31.81902241706848,0.000661835666275
Nature_in_the_city_s008.265,640,360,145,8.384341716766357,0.0001585572177992
Nature_in_the_city_s008.265,960,540,1600,9.478364944458008,0.0001824058675977
Nature_in_the_city_s008.265,1280,720,3400,10.889658451080322,0.0002144052752812
Nature_in_the_city_s008.265,1920,1080,5800,13.741116523742676,0.0002800134189393
Nature_in_the_city_s008.265,2560,1440,8100,18.170799016952515,0.0003714918910132
Nature_in_the_city_s008.265,3840,2160,16800,32.987122774124146,0.0006802677763197
Nature_in_the_city_s009.265,640,360,145,6.981876611709595,0.0001217949586709
Nature_in_the_city_s009.265,960,540,1600,7.75038743019104,0.0001410570512294
Nature_in_the_city_s009.265,1280,720,3400,8.80957317352295,0.000164249597613
Nature_in_the_city_s009.265,1920,1080,5800,11.36388874053955,0.0002244999353408
Nature_in_the_city_s009.265,2560,1440,8100,15.26244592666626,0.0003069447458585
Nature_in_the_city_s009.265,3840,2160,16800,28.782282829284668,0.0005897169948577
Nature_in_the_city_s010.265,640,360,145,6.098660469055176,0.0001040838053385
Nature_in_the_city_s010.265,960,540,1600,7.00160026550293,0.000125873213662
Nature_in_the_city_s010.265,1280,720,3400,8.164573907852173,0.0001527682495647
Nature_in_the_city_s010.265,1920,1080,5800,10.76253366470337,0.0002095106553395
Nature_in_the_city_s010.265,2560,1440,8100,14.2990620136261,0.0002824859140025
Nature_in_the_city_s010.265,3840,2160,16800,26.90191888809204,0.000539831839021
Nature_in_the_city_s011.265,640,360,145,6.146098852157593,9.779126173655192e-05
Nature_in_the_city_s011.265,960,540,1600,6.905741214752197,0.0001155560696601
Nature_in_the_city_s011.265,1280,720,3400,7.892601728439331,0.0001406637019157
Nature_in_the_city_s011.265,1920,1080,5800,10.360274314880373,0.0001963847553465
Nature_in_the_city_s011.265,2560,1440,8100,13.914690494537354,0.000269944995594
Nature_in_the_city_s011.265,3840,2160,16800,25.282855987548828,0.0005056571197509
Nature_in_the_city_s012.265,640,360,145,6.04243540763855,0.0001016471911907
Nature_in_the_city_s012.265,960,540,1600,6.493894338607788,0.0001190547295411
Nature_in_the_city_s012.265,1280,720,3400,7.515237331390381,0.0001394494038157
Nature_in_the_city_s012.265,1920,1080,5800,9.804717302322388,0.0001889042200247
Nature_in_the_city_s012.265,2560,1440,8100,13.114552974700928,0.0002573366728146
Nature_in_the_city_s012.265,3840,2160,16800,24.63132929801941,0.000480584602748
Nature_in_the_city_s013.265,640,360,145,5.831270217895508,0.0001027599396175
Nature_in_the_city_s013.265,960,540,1600,6.497673749923706,0.0001188352332486
Nature_in_the_city_s013.265,1280,720,3400,7.443860292434692,0.0001397791543801
Nature_in_the_city_s013.265,1920,1080,5800,9.586003065109251,0.0001868205486244
Nature_in_the_city_s013.265,2560,1440,8100,12.797642946243286,0.0002505494096808
Nature_in_the_city_s013.265,3840,2160,16800,23.667070865631104,0.0004644005238744
Nature_in_the_city_s014.265,640,360,145,6.5166871547698975,0.0001125214648723
Nature_in_the_city_s014.265,960,540,1600,7.378185033798218,0.0001339550482802
Nature_in_the_city_s014.265,1280,720,3400,8.505851984024048,0.0001602880551656
Nature_in_the_city_s014.265,1920,1080,5800,11.24982738494873,0.0002202466205808
Nature_in_the_city_s014.265,2560,1440,8100,14.996754884719849,0.0002986020528157
Nature_in_the_city_s014.265,3840,2160,16800,27.780365467071533,0.0005704235042572
Nature_in_the_city_s015.265,640,360,145,6.348599672317505,0.0001066564744949
Nature_in_the_city_s015.265,960,540,1600,7.104071617126465,0.0001250316604614
Nature_in_the_city_s015.265,1280,720,3400,8.02931022644043,0.0001502373157925
Nature_in_the_city_s015.265,1920,1080,5800,10.586024522781372,0.0002063098556995
Nature_in_the_city_s015.265,2560,1440,8100,14.076855659484863,0.000281224294175
Nature_in_the_city_s015.265,3840,2160,16800,26.061199426651,0.0005275945039484
Nature_in_the_city_s016.265,640,360,145,6.005181312561035,0.0001027553246815
Nature_in_the_city_s016.265,960,540,1600,7.013199806213379,0.0001249908054351
Nature_in_the_city_s016.265,1280,720,3400,8.251867055892944,0.0001531179775926
Nature_in_the_city_s016.265,1920,1080,5800,11.01122260093689,0.0002177775136629
Nature_in_the_city_s016.265,2560,1440,8100,15.156134605407717,0.0003027858891169
Nature_in_the_city_s016.265,3840,2160,16800,28.81226181983948,0.0005871298686398
Nature_in_the_city_s017.265,640,360,145,4.596217632293701,8.702172050476073e-05
Nature_in_the_city_s017.265,960,540,1600,5.80355167388916,0.0001107833530637
Nature_in_the_city_s017.265,1280,720,3400,7.303150653839111,0.0001434663372887
Nature_in_the_city_s017.265,1920,1080,5800,10.357517004013062,0.0002145156855053
Nature_in_the_city_s017.265,2560,1440,8100,15.075321435928345,0.0003115566430091
Nature_in_the_city_s017.265,3840,2160,16800,29.94775581359864,0.0006262408493465
Nature_in_the_city_s018.265,640,360,145,5.237426280975342,9.671780532201132e-05
Nature_in_the_city_s018.265,960,540,1600,6.710184335708618,0.0001268970415486
Nature_in_the_city_s018.265,1280,720,3400,8.588881969451904,0.0001664334461636
Nature_in_the_city_s018.265,1920,1080,5800,12.487201690673828,0.0002552939012315
Nature_in_the_city_s018.265,2560,1440,8100,18.181522130966187,0.0003797917956246
Nature_in_the_city_s018.265,3840,2160,16800,36.96493363380432,0.0007721563914616
Nature_in_the_city_s019.265,640,360,145,6.4189958572387695,0.0001172536576588
Nature_in_the_city_s019.265,960,540,1600,7.751838684082031,0.00014659588267
Nature_in_the_city_s019.265,1280,720,3400,9.31116247177124,0.0001804296372307
Nature_in_the_city_s019.265,1920,1080,5800,12.999983310699465,0.0002623107743581
Nature_in_the_city_s019.265,2560,1440,8100,18.328216075897217,0.0003804123069975
Nature_in_the_city_s019.265,3840,2160,16800,36.46052122116089,0.0007672914132542
Nature_in_the_city_s020.265,640,360,145,6.638895511627197,0.0001202377742661
Nature_in_the_city_s020.265,960,540,1600,7.923755884170532,0.000150199194871
Nature_in_the_city_s020.265,1280,720,3400,9.667866230010986,0.0001869120804468
Nature_in_the_city_s020.265,1920,1080,5800,13.42252779006958,0.0002729247317314
Nature_in_the_city_s020.265,2560,1440,8100,19.02819895744324,0.0003945179917176
Nature_in_the_city_s020.265,3840,2160,16800,37.74901580810547,0.000795245933024
Nature_in_the_city_s021.265,640,360,145,6.180516481399536,0.0001047940905623
Nature_in_the_city_s021.265,960,540,1600,6.979004621505737,0.0001254669941955
Nature_in_the_city_s021.265,1280,720,3400,8.090072631835938,0.0001520933654785
Nature_in_the_city_s021.265,1920,1080,5800,10.993242979049684,0.0002171776224083
Nature_in_the_city_s021.265,2560,1440,8100,15.237666845321655,0.0003057691813627
Nature_in_the_city_s021.265,3840,2160,16800,29.337419033050537,0.0006082624879519
Nature_in_the_city_s022.265,640,360,145,7.165507316589356,0.0001235651928371
Nature_in_the_city_s022.265,960,540,1600,7.987229347229004,0.000146965019989
Nature_in_the_city_s022.265,1280,720,3400,8.909366369247437,0.0001714558061281
Nature_in_the_city_s022.265,1920,1080,5800,11.685433626174929,0.000231631262101
Nature_in_the_city_s022.265,2560,1440,8100,15.621676206588743,0.0003148635626527
Nature_in_the_city_s022.265,3840,2160,16800,29.55791521072388,0.0006023246277385
Nature_in_the_city_s023.265,640,360,145,6.755262851715088,0.000123996602567
Nature_in_the_city_s023.265,960,540,1600,7.608617782592773,0.0001432110947079
Nature_in_the_city_s023.265,1280,720,3400,8.765114068984985,0.0001698484326256
Nature_in_the_city_s023.265,1920,1080,5800,11.478291511535645,0.0002298209033754
Nature_in_the_city_s023.265,2560,1440,8100,15.443158864974976,0.0003157268034617
Nature_in_the_city_s023.265,3840,2160,16800,29.190326690673828,0.0005889959252251
Nature_in_the_city_s024.265,640,360,145,4.912601709365845,9.15927296479543e-05
Nature_in_the_city_s024.265,960,540,1600,5.874419927597046,0.0001116139786243
Nature_in_the_city_s024.265,1280,720,3400,7.0069639682769775,0.0001351565494325
Nature_in_the_city_s024.265,1920,1080,5800,9.470348119735718,0.0001906696754773
Nature_in_the_city_s024.265,2560,1440,8100,13.21807336807251,0.0002675925519625
Nature_in_the_city_s024.265,3840,2160,16800,26.467754364013672,0.0005411185336642
Nature_in_the_city_s025.265,640,360,145,5.426738262176514,0.0001003343607584
Nature_in_the_city_s025.265,960,540,1600,6.619611024856567,0.0001245957897345
Nature_in_the_city_s025.265,1280,720,3400,8.007138967514038,0.0001553384959697
Nature_in_the_city_s025.265,1920,1080,5800,11.247618913650513,0.0002312010554472
Nature_in_the_city_s025.265,2560,1440,8100,16.11337447166443,0.0003340839640458
Nature_in_the_city_s025.265,3840,2160,16800,32.08884024620056,0.0006638824504269
Nature_in_the_city_s026.265,640,360,145,5.46030068397522,0.0001001055125395
Nature_in_the_city_s026.265,960,540,1600,6.532649993896484,0.0001215072898864
Nature_in_the_city_s026.265,1280,720,3400,7.749338626861572,0.0001496483392609
Nature_in_the_city_s026.265,1920,1080,5800,10.647645235061646,0.0002155556624253
Nature_in_the_city_s026.265,2560,1440,8100,14.706466674804688,0.0003013191616482
Nature_in_the_city_s026.265,3840,2160,16800,28.716747045516968,0.0005826308900568
Nature_in_the_city_s027.265,640,360,145,5.433578968048096,9.925337581634524e-05
Nature_in_the_city_s027.265,960,540,1600,6.51345157623291,0.0001205712258444
Nature_in_the_city_s027.265,1280,720,3400,7.763979434967041,0.0001490684051513
Nature_in_the_city_s027.265,1920,1080,5800,10.740257978439333,0.0002159985215663
Nature_in_the_city_s027.265,2560,1440,8100,15.222339153289797,0.0003081677993032
Nature_in_the_city_s027.265,3840,2160,16800,29.90600800514221,0.0006007784719255
Nature_in_the_city_s028.265,640,360,145,5.107371330261231,9.181918680402968e-05
Nature_in_the_city_s028.265,960,540,1600,6.079082489013672,0.0001123954806857
Nature_in_the_city_s028.265,1280,720,3400,7.451329946517944,0.0001402505881044
Nature_in_the_city_s028.265,1920,1080,5800,10.570656299591064,0.0002095338982052
Nature_in_the_city_s028.265,2560,1440,8100,15.08614993095398,0.0003067517152627
Nature_in_the_city_s028.265,3840,2160,16800,30.26633930206299,0.0006295398574829
Park_s000.265,640,360,145,10.906067132949827,0.0002193331278959
Park_s000.265,960,540,1600,12.689436674118042,0.0002566086082988
Park_s000.265,1280,720,3400,14.943568468093872,0.0003088337483406
Park_s000.265,1920,1080,5800,20.290823221206665,0.0004315181738376
Park_s000.265,2560,1440,8100,27.599852323532104,0.0005900235096719
Park_s000.265,3840,2160,16800,52.67467904090881,0.0011260675830523
Park_s001.265,640,360,145,10.674838542938232,0.0002134967708587
Park_s001.265,960,540,1600,12.259871244430542,0.0002481942823039
Park_s001.265,1280,720,3400,14.28978705406189,0.0002943696133136
Park_s001.265,1920,1080,5800,19.118833780288696,0.000405744139115
Park_s001.265,2560,1440,8100,26.13358283042908,0.0005522897171497
Park_s001.265,3840,2160,16800,49.96672224998474,0.0010515219104607
RaceNight_s000.265,640,360,145,12.654956579208374,0.0002528179103268
RaceNight_s000.265,960,540,1600,14.031835556030272,0.0002834430782318
RaceNight_s000.265,1280,720,3400,15.846505165100098,0.0003215079825719
RaceNight_s000.265,1920,1080,5800,19.76280665397644,0.0004141405927711
RaceNight_s000.265,2560,1440,8100,25.99484777450561,0.0005499354462517
RaceNight_s000.265,3840,2160,16800,49.19316124916077,0.0010418018371211
RaceNight_s001.265,640,360,145,12.727548837661743,0.0002565308176835
RaceNight_s001.265,960,540,1600,14.528981924057009,0.000292516836071
RaceNight_s001.265,1280,720,3400,16.645028829574585,0.0003410381462415
RaceNight_s001.265,1920,1080,5800,21.560035467147827,0.0004565936400042
RaceNight_s001.265,2560,1440,8100,29.03992772102356,0.0006182277945942
RaceNight_s001.265,3840,2160,16800,55.53311538696289,0.0011908768077426
ReadySetGo_s000.265,640,360,145,12.124090671539308,0.0002414041164822
ReadySetGo_s000.265,960,540,1600,13.886155605316162,0.0002783402745776
ReadySetGo_s000.265,1280,720,3400,15.99829888343811,0.0003256542617162
ReadySetGo_s000.265,1920,1080,5800,21.0305290222168,0.0004402390741984
ReadySetGo_s000.265,2560,1440,8100,28.96129465103149,0.0006139794466018
ReadySetGo_s000.265,3840,2160,16800,54.094285011291504,0.0011516072231292
ResidentialBuilding_s000.265,640,360,145,11.35075306892395,0.0002204568484942
ResidentialBuilding_s000.265,960,540,1600,12.48938536643982,0.0002461796626673
ResidentialBuilding_s000.265,1280,720,3400,13.924680471420288,0.0002788030467722
ResidentialBuilding_s000.265,1920,1080,5800,16.420036554336548,0.0003367931942145
ResidentialBuilding_s000.265,2560,1440,8100,19.850282430648804,0.0004067102311346
ResidentialBuilding_s000.265,3840,2160,16800,32.02884268760681,0.0006320358290354
ResidentialBuilding_s001.265,640,360,145,11.331372022628784,0.0002218430833763
ResidentialBuilding_s001.265,960,540,1600,12.68540382385254,0.0002500434042612
ResidentialBuilding_s001.265,1280,720,3400,14.113777160644531,0.0002829028221978
ResidentialBuilding_s001.265,1920,1080,5800,16.57723093032837,0.0003418593400743
ResidentialBuilding_s001.265,2560,1440,8100,20.243854761123657,0.00041657354464
ResidentialBuilding_s001.265,3840,2160,16800,32.37961959838867,0.0006569465042961
RiverBank_s000.265,640,360,145,11.535493850708008,0.0002266083680894
RiverBank_s000.265,960,540,1600,12.876455545425417,0.0002538092459731
RiverBank_s000.265,1280,720,3400,14.350544452667236,0.0002866919880655
RiverBank_s000.265,1920,1080,5800,17.710116147994995,0.0003608928112824
RiverBank_s000.265,2560,1440,8100,22.07956838607788,0.0004577830512046
RiverBank_s000.265,3840,2160,16800,37.44439482688904,0.0007813397053877
RiverBank_s001.265,640,360,145,11.66872525215149,0.0002292256249533
RiverBank_s001.265,960,540,1600,12.896434545516968,0.0002559225788699
RiverBank_s001.265,1280,720,3400,14.446386575698853,0.0002902118547651
RiverBank_s001.265,1920,1080,5800,17.757606267929077,0.000365017462174
RiverBank_s001.265,2560,1440,8100,22.31753611564636,0.0004637088059584
RiverBank_s001.265,3840,2160,16800,38.51494264602661,0.0007874166052076
Runners_s000.265,640,360,145,12.765700578689575,0.0002510587780475
Runners_s000.265,960,540,1600,13.939717769622805,0.0002775552693684
Runners_s000.265,1280,720,3400,15.39224362373352,0.0003109233211994
Runners_s000.265,1920,1080,5800,18.62765622138977,0.0003841436660766
Runners_s000.265,2560,1440,8100,23.45893597602844,0.0004863819392363
Runners_s000.265,3840,2160,16800,38.37278032302856,0.0008015647445254
Runners_s001.265,640,360,145,12.79227352142334,0.0002515813792546
Runners_s001.265,960,540,1600,14.050019025802612,0.000281000380516
Runners_s001.265,1280,720,3400,15.572378158569336,0.000315254144499
Runners_s001.265,1920,1080,5800,19.213292598724365,0.0003953668654759
Runners_s001.265,2560,1440,8100,24.195223569869995,0.000509175038237
Runners_s001.265,3840,2160,16800,40.56389141082764,0.0008518417196273
RushHour_s000.265,640,360,145,11.743578672409058,0.0002335667313734
RushHour_s000.265,960,540,1600,13.119659423828123,0.0002647255723741
RushHour_s000.265,1280,720,3400,14.872710704803469,0.0003047253171073
RushHour_s000.265,1920,1080,5800,18.98719882965088,0.0003995750509262
RushHour_s000.265,2560,1440,8100,24.925642251968384,0.0005239923904524
RushHour_s000.265,3840,2160,16800,44.31585693359375,0.0009306329956054
RushHour_s001.265,640,360,145,11.8095223903656,0.0002330412418365
RushHour_s001.265,960,540,1600,13.241694927215576,0.0002642453787697
RushHour_s001.265,1280,720,3400,14.844178438186646,0.0003044705932988
RushHour_s001.265,1920,1080,5800,18.85003542900085,0.0003945940749804
RushHour_s001.265,2560,1440,8100,24.8210837841034,0.0005223459187454
RushHour_s001.265,3840,2160,16800,44.03074312210083,0.0009305163713137
Scarf_s000.265,640,360,145,11.102488040924072,0.0002178554875585
Scarf_s000.265,960,540,1600,12.057784080505373,0.0002390120755513
Scarf_s000.265,1280,720,3400,13.292252779006958,0.0002673219725555
Scarf_s000.265,1920,1080,5800,16.16428017616272,0.0003337025840812
Scarf_s000.265,2560,1440,8100,20.34186434745789,0.0004190424055576
Scarf_s000.265,3840,2160,16800,34.13135051727295,0.0006886948059929
Secounds_That_Count_s000.265,640,360,145,9.022773027420044,0.0001812574848175
Secounds_That_Count_s000.265,960,540,1600,10.778743982315063,0.0002179701560868
Secounds_That_Count_s000.265,1280,720,3400,13.020224809646606,0.0002682166310787
Secounds_That_Count_s000.265,1920,1080,5800,17.727094650268555,0.000378965890079
Secounds_That_Count_s000.265,2560,1440,8100,25.28740954399109,0.0005445222188472
Secounds_That_Count_s000.265,3840,2160,16800,51.64453744888306,0.0011212602908346
Secounds_That_Count_s001.265,640,360,145,9.10528826713562,0.0001786659897751
Secounds_That_Count_s001.265,960,540,1600,10.17537546157837,0.0002026030314127
Secounds_That_Count_s001.265,1280,720,3400,11.591890573501589,0.0002346713847213
Secounds_That_Count_s001.265,1920,1080,5800,14.643096685409546,0.0003039256067593
Secounds_That_Count_s001.265,2560,1440,8100,19.604480504989624,0.0004047236086474
Secounds_That_Count_s001.265,3840,2160,16800,37.794408321380615,0.0007768850599394
Secounds_That_Count_s002.265,640,360,145,2.5578055381774902,3.870812381108602e-05
Secounds_That_Count_s002.265,960,540,1600,3.0002126693725586,4.546988978915745e-05
Secounds_That_Count_s002.265,1280,720,3400,3.581942081451416,5.619669132232666e-05
Secounds_That_Count_s002.265,1920,1080,5800,4.965099811553955,8.308267018000286e-05
Secounds_That_Count_s002.265,2560,1440,8100,6.93389105796814,0.0001204956179406
Secounds_That_Count_s002.265,3840,2160,16800,13.36333703994751,0.0002393522145377
Secounds_That_Count_s003.265,640,360,145,1.164936065673828,1.5610143280029295e-05
Secounds_That_Count_s003.265,960,540,1600,1.4865679740905762,2.02833941353692e-05
Secounds_That_Count_s003.265,1280,720,3400,1.862581491470337,2.7276471175087825e-05
Secounds_That_Count_s003.265,1920,1080,5800,3.0287282466888428,4.819043165842693e-05
Secounds_That_Count_s003.265,2560,1440,8100,4.8467631340026855,7.647115166982014e-05
Secounds_That_Count_s003.265,3840,2160,16800,10.109349012374878,0.0001541114093886
Secounds_That_Count_s004.265,640,360,145,1.2575504779815674,1.659966630935669e-05
Secounds_That_Count_s004.265,960,540,1600,1.8194727897644043,2.292535715103149e-05
Secounds_That_Count_s004.265,1280,720,3400,2.2949936389923096,3.110991377300686e-05
Secounds_That_Count_s004.265,1920,1080,5800,3.701488256454468,5.478202619552612e-05
Secounds_That_Count_s004.265,2560,1440,8100,5.532993316650391,8.840493765936958e-05
Secounds_That_Count_s004.265,3840,2160,16800,11.044198513031006,0.0001752346164067
Secounds_That_Count_s005.265,640,360,145,6.851073980331421,0.0001211878864076
